test-project-0.test-project-svc.mongodb.svc.cluster.local,20.204.190.80
test-project-1.test-project-svc.mongodb.svc.cluster.local,20.204.190.252
test-project-2.test-project-svc.mongodb.svc.cluster.local,20.204.188.110
